PointInTimeDt,Pos #,FTE,ClsInd,JobCd,Job Title,Union,Dept ID,Department,Dept,DeptType,Network,Network2,Zipcode,Type,Special Ed,Bilingual,Science,Math,Arts,Early Childhood,Physical Ed,Counselor,Clinician,Library,World Language,JobProfileDesc
8/21/2024,662957,1,Tchr,500629,Special Education Teacher,CTU,24621,John B Murphy School,Murphy,School-Based,Network 01,Network 01,60618,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,611074,0.5,Tchr,600063,Case Manager,CTU,24631,Ronald Brown Comm Acad,Brown RH,School-Based,Network 13,Network 13,60628,,,,,,,,,,,,,
8/21/2024,619943,1,Tchr,49,Regular Teacher,CTU,24631,Ronald Brown Comm Acad,Brown RH,School-Based,Network 13,Network 13,60628,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,454146,1,Tchr,49,Regular Teacher,CTU,24631,Ronald Brown Comm Acad,Brown RH,School-Based,Network 13,Network 13,60628,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,620914,1,Tchr,500629,Special Education Teacher,CTU,24631,Ronald Brown Comm Acad,Brown RH,School-Based,Network 13,Network 13,60628,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,621272,0.5,Tchr,49,Regular Teacher,CTU,24641,Henry H Nash School,Nash,School-Based,Network 03,Network 03,60644,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,624827,1,Tchr,500629,Special Education Teacher,CTU,24641,Henry H Nash School,Nash,School-Based,Network 03,Network 03,60644,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,662402,0.5,Tchr,600063,Case Manager,CTU,24641,Henry H Nash School,Nash,School-Based,Network 03,Network 03,60644,,,,,,,,,,,,,
8/21/2024,615577,1,Tchr,500629,Special Education Teacher,CTU,24641,Henry H Nash School,Nash,School-Based,Network 03,Network 03,60644,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,621097,0.5,Tchr,600063,Case Manager,CTU,24651,Jane A Neil School,Neil,School-Based,Network 12,Network 12,60619,,,,,,,,,,,,,
8/21/2024,474600,1,Tchr,500629,Special Education Teacher,CTU,24651,Jane A Neil School,Neil,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,250482,1,ESP,463,Teacher Assistant,CTU,24661,Louis Nettelhorst School,Nettelhors,School-Based,Network 04,Network 04,60657,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,674454,1,Tchr,500629,Special Education Teacher,CTU,24661,Louis Nettelhorst School,Nettelhors,School-Based,Network 04,Network 04,60657,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,620398,1,ESP,462,School Assistant,CTU,24681,William P Nixon School,Nixon,School-Based,Network 04,Network 04,60639,,,,,,,,,,,,,
8/21/2024,604207,0.5,Tchr,600063,Case Manager,CTU,24681,William P Nixon School,Nixon,School-Based,Network 04,Network 04,60639,,,,,,,,,,,,,
8/21/2024,604791,0.5,Tchr,600063,Case Manager,CTU,24691,Alfred Nobel School,Nobel,School-Based,ISP,ISP,60651,,,,,,,,,,,,,
8/21/2024,600947,1,Tchr,55,Bilingual Teacher,CTU,24691,Alfred Nobel School,Nobel,School-Based,ISP,ISP,60651,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL Spanish ESL
8/21/2024,217771,1,Tchr,49,Regular Teacher,CTU,24691,Alfred Nobel School,Nobel,School-Based,ISP,ISP,60651,,,,,,,,,,,,,6-8 REG SS/History
8/21/2024,624829,1,Tchr,500629,Special Education Teacher,CTU,24721,West Park Academy,West Park,School-Based,Network 05,Network 05,60651,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,536638,1,Tchr,49,Regular Teacher,CTU,24721,West Park Academy,West Park,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,449746,1,Tchr,49,Regular Teacher,CTU,24731,Ogden International HS,Ogden,School-Based,Network 15,Network 15,60642,,,,,,,,,,,,,9-12 REG English/LA
8/21/2024,611004,0.5,Tchr,600063,Case Manager,CTU,24731,Ogden International HS,Ogden,School-Based,Network 15,Network 15,60642,,,,,,,,,,,,,
8/21/2024,528696,1,Tchr,500629,Special Education Teacher,CTU,24741,Richard J Oglesby School,Oglesby,School-Based,Network 11,Opp Schools FY19-24,60620,Spec Ed,Spec Ed,,,,,,,,,,,6-8 SPED LBS
8/21/2024,610126,1,Tchr,49,Regular Teacher,CTU,24741,Richard J Oglesby School,Oglesby,School-Based,Network 11,Opp Schools FY19-24,60620,Science,,,Science,,,,,,,,,6-8 REG Science
8/21/2024,620151,1,Tchr,500629,Special Education Teacher,CTU,24751,Isabell C O'Keeffe School,O'Keeffe,School-Based,Network 12,Opp Schools FY25,60649,Spec EdEarlyChildhood,Spec Ed,,,,,EarlyChildhood,,,,,,PreK-3 SPED LBS
8/21/2024,615016,1,Tchr,49,Regular Teacher,CTU,24751,Isabell C O'Keeffe School,O'Keeffe,School-Based,Network 12,Opp Schools FY25,60649,,,,,,,,,,,,,6-8 REG Gen Ed
8/21/2024,623864,1,Tchr,49,Regular Teacher,CTU,24751,Isabell C O'Keeffe School,O'Keeffe,School-Based,Network 12,Opp Schools FY25,60649,WorldLang,,,,,,,,,,,WorldLang,K-8 REG Spanish
8/21/2024,623930,1,Tchr,49,Regular Teacher,CTU,24751,Isabell C O'Keeffe School,O'Keeffe,School-Based,Network 12,Opp Schools FY25,60649,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,621322,1,ESP,505051,Restorative Justice Coord,CTU,24751,Isabell C O'Keeffe School,O'Keeffe,School-Based,Network 12,Opp Schools FY25,60649,,,,,,,,,,,,,
8/21/2024,427118,1,ESP,463,Teacher Assistant,CTU,24771,Oriole Park School,Oriole Par,School-Based,Network 01,Network 01,60656,,,,,,,,,,,,,
8/21/2024,620367,1,ESP,505051,Restorative Justice Coord,CTU,24781,Brian Piccolo School,Piccolo El,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,
8/21/2024,513160,1,Tchr,49,Regular Teacher,CTU,24781,Brian Piccolo School,Piccolo El,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,619463,1,Tchr,49,Regular Teacher,CTU,24781,Brian Piccolo School,Piccolo El,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,674672,1,ESP,710,Student Special Svc Advocate,CTU,24781,Brian Piccolo School,Piccolo El,School-Based,Network 05,Network 05,60651,,,,,,,,,,,,,
8/21/2024,124382,1,Tchr,49,Regular Teacher,CTU,24791,James Otis School,Otis,School-Based,Network 06,Network 06,60642,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,624830,1,Tchr,500629,Special Education Teacher,CTU,24801,Luke O'Toole School,O'Toole,School-Based,Network 11,Network 11,60636,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,649971,1,Tchr,990101,School Counselor,CTU,24801,Luke O'Toole School,O'Toole,School-Based,Network 11,Network 11,60636,Counselor,,,,,,,,Counselor,,,,Professional School Counselor
8/21/2024,615281,1,Tchr,49,Regular Teacher,CTU,24801,Luke O'Toole School,O'Toole,School-Based,Network 11,Network 11,60636,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,618959,1,Tchr,49,Regular Teacher,CTU,24811,Wells Prep Elem Academy,Wells ES,School-Based,Network 09,Network 09,60653,Arts,,,,,Arts,,,,,,,K-8 REG Dance
8/21/2024,618964,1,Tchr,49,Regular Teacher,CTU,24811,Wells Prep Elem Academy,Wells ES,School-Based,Network 09,Network 09,60653,PhysEd,,,,,,,PhysEd,,,,,K-8 REG Physical Ed
8/21/2024,619180,1,Tchr,49,Regular Teacher,CTU,24811,Wells Prep Elem Academy,Wells ES,School-Based,Network 09,Network 09,60653,WorldLang,,,,,,,,,,,WorldLang,K-8 REG Spanish
8/21/2024,610374,1,Tchr,500629,Special Education Teacher,CTU,24821,John M Palmer School,Palmer,School-Based,ISP,ISP,60630,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,615283,1,Tchr,49,Regular Teacher,CTU,24841,Park Manor School,Park Manor,School-Based,Network 12,Network 12,60637,,,,,,,,,,,,,"4-5 REG Gen Ed, 6-8 REG English/LA"
8/21/2024,621242,0.5,Tchr,600063,Case Manager,CTU,24841,Park Manor School,Park Manor,School-Based,Network 12,Network 12,60637,,,,,,,,,,,,,
8/21/2024,141862,1,Tchr,500629,Special Education Teacher,CTU,24841,Park Manor School,Park Manor,School-Based,Network 12,Network 12,60637,Spec EdScience,Spec Ed,,Science,,,,,,,,,6-8 SPED LBS Science
8/21/2024,622973,0.5,Tchr,500629,Special Education Teacher,CTU,24851,Louis Pasteur School,Pasteur,School-Based,Network 08,Network 08,60629,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,267615,1,Tchr,55,Bilingual Teacher,CTU,24851,Louis Pasteur School,Pasteur,School-Based,Network 08,Network 08,60629,Bilingual,,Bilingual,,,,,,,,,,PreK-3 BIL Spanish
8/21/2024,623750,1,Tchr,55,Bilingual Teacher,CTU,24851,Louis Pasteur School,Pasteur,School-Based,Network 08,Network 08,60629,Bilingual,,Bilingual,,,,,,,,,,PreK-3 BIL Spanish
8/21/2024,623785,1,Tchr,55,Bilingual Teacher,CTU,24851,Louis Pasteur School,Pasteur,School-Based,Network 08,Network 08,60629,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL Spanish ESL
8/21/2024,424256,1,Tchr,49,Regular Teacher,CTU,24871,Ferdinand W Peck School,Peck,School-Based,ISP,ISP,60629,Arts,,,,,Arts,,,,,,,K-8 REG Music
8/21/2024,217099,1,Tchr,500629,Special Education Teacher,CTU,24871,Ferdinand W Peck School,Peck,School-Based,ISP,ISP,60629,Spec EdEarlyChildhood,Spec Ed,,,,,EarlyChildhood,,,,,,PreK-3 SPED LBS
8/21/2024,610429,1,ESP,463,Teacher Assistant,CTU,24871,Ferdinand W Peck School,Peck,School-Based,ISP,ISP,60629,EarlyChildhood,,,,,,EarlyChildhood,,,,,,
8/21/2024,117093,1,Tchr,500629,Special Education Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,Spec EdEarlyChildhood,Spec Ed,,,,,EarlyChildhood,,,,,,PreK-3 SPED LBS
8/21/2024,624831,1,Tchr,500629,Special Education Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,620799,1,Tchr,500629,Special Education Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,624186,1,Tchr,49,Regular Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,582088,1,Tchr,49,Regular Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,582106,1,Tchr,49,Regular Teacher,CTU,24881,Washington Irving School,Irving,School-Based,Network 06,Opp Schools FY19-24,60612,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,620154,1,Tchr,500629,Special Education Teacher,CTU,24911,William Penn School,Penn,School-Based,Network 07,Opp Schools FY25,60623,Spec EdEarlyChildhood,Spec Ed,,,,,EarlyChildhood,,,,,,PreK-3 SPED LBS
8/21/2024,277138,1,Tchr,990101,School Counselor,CTU,24911,William Penn School,Penn,School-Based,Network 07,Opp Schools FY25,60623,Counselor,,,,,,,,Counselor,,,,"Guidance Counselor Aide, Case Managers"
8/21/2024,442857,1,Tchr,49,Regular Teacher,CTU,24911,William Penn School,Penn,School-Based,Network 07,Opp Schools FY25,60623,,,,,,,,,,,,,6-8 REG SS/History
8/21/2024,663100,1,Tchr,500629,Special Education Teacher,CTU,24911,William Penn School,Penn,School-Based,Network 07,Opp Schools FY25,60623,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,513856,1,Tchr,500629,Special Education Teacher,CTU,24931,Irma C Ruiz School,Ruiz,School-Based,Network 07,Network 07,60608,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 4-5 SPED LBS"
8/21/2024,117540,1,Tchr,49,Regular Teacher,CTU,24941,Mary G Peterson School,Peterson,School-Based,Network 01,Network 01,60625,Arts,,,,,Arts,,,,,,,K-8 REG Fine Arts
8/21/2024,624259,1,Tchr,49,Regular Teacher,CTU,24941,Mary G Peterson School,Peterson,School-Based,Network 01,Network 01,60625,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,595698,1,Tchr,55,Bilingual Teacher,CTU,24941,Mary G Peterson School,Peterson,School-Based,Network 01,Network 01,60625,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,531297,1,Tchr,49,Regular Teacher,CTU,24951,Marcus Moziah Garvey School,Garvey,School-Based,Network 13,Network 13,60643,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,611077,0.5,Tchr,600063,Case Manager,CTU,24961,Josiah L Pickard School,Pickard,School-Based,Network 07,Network 07,60608,,,,,,,,,,,,,
8/21/2024,615585,1,Tchr,500629,Special Education Teacher,CTU,24971,John T Pirie Fine Arts & Acad,Pirie,School-Based,Network 12,Network 12,60619,Spec Ed,Spec Ed,,,,,,,,,,,PreK-3 SPED LBS
8/21/2024,112262,1,Tchr,49,Regular Teacher,CTU,24981,Ambrose Plamondon School,Plamondon,School-Based,ISP,Opp Schools FY19-24,60608,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,610455,1,Tchr,500629,Special Education Teacher,CTU,24981,Ambrose Plamondon School,Plamondon,School-Based,ISP,Opp Schools FY19-24,60608,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,610463,1,Tchr,500629,Special Education Teacher,CTU,24981,Ambrose Plamondon School,Plamondon,School-Based,ISP,Opp Schools FY19-24,60608,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,575934,1,Tchr,49,Regular Teacher,CTU,24981,Ambrose Plamondon School,Plamondon,School-Based,ISP,Opp Schools FY19-24,60608,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,298849,1,Tchr,49,Regular Teacher,CTU,24991,Laura S Ward School,Ward Laura,School-Based,Network 05,Network 05,60624,,,,,,,,,,,,,6-8 REG English/LA
8/21/2024,604830,0.5,Tchr,600063,Case Manager,CTU,24991,Laura S Ward School,Ward Laura,School-Based,Network 05,Network 05,60624,,,,,,,,,,,,,
8/21/2024,663943,0.5,Tchr,55,Bilingual Teacher,CTU,24991,Laura S Ward School,Ward Laura,School-Based,Network 05,Network 05,60624,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,620919,1,Tchr,500629,Special Education Teacher,CTU,24991,Laura S Ward School,Ward Laura,School-Based,Network 05,Network 05,60624,Spec Ed,Spec Ed,,,,,,,,,,,4-5 SPED LBS
8/21/2024,620368,1,ESP,505051,Restorative Justice Coord,CTU,25011,Portage Park School,Portage Pk,School-Based,Network 01,Network 01,60641,,,,,,,,,,,,,
8/21/2024,659803,1,Tchr,500629,Special Education Teacher,CTU,25021,William H Prescott School,Prescott,School-Based,Network 04,Network 04,60614,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,609990,1,Tchr,49,Regular Teacher,CTU,25021,William H Prescott School,Prescott,School-Based,Network 04,Network 04,60614,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,651825,1,Tchr,500629,Special Education Teacher,CTU,25021,William H Prescott School,Prescott,School-Based,Network 04,Network 04,60614,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 SPED LBS, 6-8 SPED LBS, 4-5 SPED LBS"
8/21/2024,609212,1,Tchr,49,Regular Teacher,CTU,25041,George M Pullman School,Pullman,School-Based,Network 13,Opp Schools FY19-24,60628,,,,,,,,,,,,,4-5 REG Gen Ed
8/21/2024,614881,1,Tchr,67,Personalized Learning Coord,CTU,25041,George M Pullman School,Pullman,School-Based,Network 13,Opp Schools FY19-24,60628,,,,,,,,,,,,,
8/21/2024,614977,0.5,Tchr,55,Bilingual Teacher,CTU,25041,George M Pullman School,Pullman,School-Based,Network 13,Opp Schools FY19-24,60628,Bilingual,,Bilingual,,,,,,,,,,K-8 BIL ESL
8/21/2024,615020,1,Tchr,49,Regular Teacher,CTU,25041,George M Pullman School,Pullman,School-Based,Network 13,Opp Schools FY19-24,60628,,,,,,,,,,,,,PreK-3 REG Gen Ed
8/21/2024,610272,1,Tchr,49,Regular Teacher,CTU,25041,George M Pullman School,Pullman,School-Based,Network 13,Opp Schools FY19-24,60628,Spec Ed,Spec Ed,,,,,,,,,,,"PreK-3 REG Gen Ed, 4-5 SPED LBS"
8/21/2024,432900,1,Tchr,49,Regular Teacher,CTU,25071,William H Ray School,Ray,School-Based,Network 09,Network 09,60637,,,,,,,,,,,,,Guidance Counselor Aide
8/21/2024,545016,1,Tchr,500629,Special Education Teacher,CTU,25071,William H Ray School,Ray,School-Based,Network 09,Network 09,60637,Spec Ed,Spec Ed,,,,,,,,,,,"4-5 SPED LBS, 6-8 SPED LBS, 4-5 SPED Hearing"
8/21/2024,613851,1,Tchr,49,Regular Teacher,CTU,25091,Reavis Math and Science,Reavis,School-Based,Network 09,Network 09,60615,Math,,,,Math,,,,,,,,6-8 REG Math
8/21/2024,624554,1,Tchr,49,Regular Teacher,CTU,25091,Reavis Math and Science,Reavis,School-Based,Network 09,Network 09,60615,,,,,,,,,,,,,6-8 REG SS/History
